date,region_code,region,cases,deceased,tests,positive_tests,test_positivity,active_hospital_admissions,active_icu,population,acum14_cases,acum14_cases_per_100k,acum14_positive_tests,acum14_positive_tests_per_100k,acum7_positive_tests,acum7_positive_tests_per_100k,test_positivity_rate7,test_positivity_rate14,test7_av,acum14_deceased_per_1M,hosp14_average,aver14_positive_tests
2021-03-26,0,Illes_Balears,65,0,3094,60,"1,94%",50,20,1149460,636,"55,33",614,"53,42",312,"27,14","1,67%","1,68%",2662,"36,54",,"43,85714286"
2021-03-26,1,Mallorca,,,,49,,33,14,896038,,,501,"55,91",252,"28,12","1,84%","1,87%",,,,"35,78571429"
2021-03-26,2,Menorca,,,,2,,0,0,93397,,,25,"26,77",13,"13,92","1,30%","1,35%",,,,"1,785714286"
2021-03-26,3,Eivissa,,,,2,,17,6,147914,,,34,"22,99",14,"9,46","1,00%","1,02%",,,,"2,428571429"
2021-03-26,4,Formentera,,,,0,,,,12111,,,3,"24,77",0,"0,00","0,00%",,,,,
2021-03-27,0,Illes_Balears,0,0,2368,64,"2,70%",50,20,1149460,602,"52,37",649,"56,46",338,"29,41","1,82%","1,77%",2658,"36,54",,"46,35714286"
2021-03-27,1,Mallorca,,,,48,,33,14,896038,,,524,"58,48",269,"30,02","1,99%","1,95%",,,,"37,42857143"
2021-03-27,2,Menorca,,,,6,,0,0,93397,,,31,"33,19",15,"16,06","1,51%","1,64%",,,,"2,214285714"
2021-03-27,3,Eivissa,,,,3,,17,6,147914,,,34,"22,99",16,"10,82","1,16%","1,06%",,,,"2,428571429"
2021-03-27,4,Formentera,,,,1,,,,12111,,,4,"33,03",1,"8,26","1,09%",,,,,
2021-03-28,0,Illes_Balears,124,0,1896,49,"2,58%",54,19,1149460,705,"61,33",676,"58,81",357,"31,06","1,87%","1,81%",2727,"36,54",,"48,28571429"
2021-03-28,1,Mallorca,,,,41,,35,13,896038,,,552,"61,60",284,"31,70","2,07%","2,02%",,,,"39,42857143"
2021-03-28,2,Menorca,,,,0,,0,0,93397,,,31,"33,19",15,"16,06","1,40%","1,58%",,,,"2,214285714"
2021-03-28,3,Eivissa,,,,1,,19,6,147914,,,30,"20,28",17,"11,49","1,24%","0,94%",,,,"2,142857143"
2021-03-28,4,Formentera,,,,0,,,,12111,,,4,"33,03",1,"8,26","1,01%",,,,,
2021-03-29,0,Illes_Balears,57,0,3242,59,"1,82%",53,19,1149460,729,"63,42",703,"61,16",379,"32,97","1,93%","1,85%",2800,"33,06",,"50,21428571"
2021-03-29,1,Mallorca,,,,45,,32,13,896038,,,569,"63,50",301,"33,59","2,18%","2,07%",,,,"40,64285714"
2021-03-29,2,Menorca,,,,4,,0,0,93397,,,34,"36,40",18,"19,27","1,66%","1,65%",,,,"2,428571429"
2021-03-29,3,Eivissa,,,,5,,21,6,147914,,,33,"22,31",21,"14,20","1,55%","1,07%",,,,"2,357142857"
2021-03-29,4,Formentera,,,,1,,,,12111,,,4,"33,03",2,"16,51","2,17%",,,,,
2021-03-30,0,Illes_Balears,56,0,3217,42,"1,31%",51,19,1149460,742,"64,55",701,"60,99",364,"31,67","1,87%","1,83%",2777,"30,45",,"50,07142857"
2021-03-30,1,Mallorca,,,,32,,31,12,896038,,,568,"63,39",284,"31,70","2,17%","2,09%",,,,"40,57142857"
2021-03-30,2,Menorca,,,,1,,0,0,93397,,,31,"33,19",18,"19,27","1,65%","1,60%",,,,"2,214285714"
2021-03-30,3,Eivissa,,,,5,,20,7,147914,,,37,"25,01",22,"14,87","1,69%","1,20%",,,,"2,642857143"
2021-03-30,4,Formentera,,,,1,,,,12111,,,4,"33,03",3,"24,77","3,00%",,,,,
2021-03-31,0,Illes_Balears,0,0,2979,51,"1,71%",51,19,1149460,689,"59,94",694,"60,38",373,"32,45","1,90%","1,82%",2811,"23,49",,"49,57142857"
2021-03-31,1,Mallorca,,,,40,,31,12,896038,,,562,"62,72",292,"32,59","2,34%","2,15%",,,,"40,14285714"
2021-03-31,2,Menorca,,,,2,,0,0,93397,,,28,"29,98",17,"18,20","1,57%","1,45%",,,,2
2021-03-31,3,Eivissa,,,,5,,20,7,147914,,,38,"25,69",24,"16,23","1,92%","1,26%",,,,"2,714285714"
2021-03-31,4,Formentera,,,,2,,,,12111,,,6,"49,54",5,"41,28","5,26%",,,,,
2021-04-01,0,Illes_Balears,0,0,3089,43,"1,39%",51,19,1149460,630,"54,81",688,"59,85",368,"32,02","1,85%","1,79%",2841,"19,14",,"49,14285714"
2021-04-01,1,Mallorca,,,,35,,31,12,896038,,,550,"61,38",290,"32,36","2,46%","2,16%",,,,"39,28571429"
2021-04-01,2,Menorca,,,,2,,0,0,93397,,,30,"32,12",17,"18,20","1,68%","1,53%",,,,"2,142857143"
2021-04-01,3,Eivissa,,,,1,,20,7,147914,,,38,"25,69",22,"14,87","1,96%","1,40%",,,,"2,714285714"
2021-04-01,4,Formentera,,,,0,,,,12111,,,6,"49,54",5,"41,28","5,49%",,,,,
2021-04-02,0,Illes_Balears,132,0,3379,45,"1,33%",47,18,1149460,704,"61,25",665,"57,85",353,"30,71","1,75%","1,71%",2881,"13,92",,"47,5"
2021-04-02,1,Mallorca,,,,31,,29,13,896038,,,524,"58,48",272,"30,36","2,49%","2,13%",,,,"37,42857143"
2021-04-02,2,Menorca,,,,0,,0,0,93397,,,28,"29,98",15,"16,06","1,74%","1,50%",,,,2
2021-04-02,3,Eivissa,,,,7,,18,5,147914,,,41,"27,72",27,"18,25","2,52%","1,66%",,,,"2,928571429"
2021-04-02,4,Formentera,,,,1,,,,12111,,,6,"49,54",6,"49,54","7,23%",,,,,
2021-04-03,0,Illes_Balears,0,0,3796,38,"1,00%",47,18,1149460,704,"61,25",665,"57,85",327,"28,45","1,51%","1,65%",3085,"13,92",,"47,5"
2021-04-03,1,Mallorca,,,,25,,29,13,896038,,,518,"57,81",249,"27,79","2,38%","2,16%",,,,37
2021-04-03,2,Menorca,,,,3,,0,0,93397,,,27,"28,91",12,"12,85","1,39%","1,45%",,,,"1,928571429"
2021-04-03,3,Eivissa,,,,1,,18,5,147914,,,41,"27,72",25,"16,90","2,67%","1,77%",,,,"2,928571429"
2021-04-03,4,Formentera,,,,0,,,,12111,,,6,"49,54",5,"41,28","7,58%",,,,,
2021-04-04,0,Illes_Balears,92,0,3812,39,"1,02%",50,18,1149460,706,"61,42",674,"58,64",317,"27,58","1,35%","1,58%",3359,"9,57",,"48,14285714"
2021-04-04,1,Mallorca,,,,32,,34,13,896038,,,524,"58,48",240,"26,78","2,29%","2,17%",,,,"37,42857143"
2021-04-04,2,Menorca,,,,1,,0,0,93397,,,28,"29,98",13,"13,92","1,65%","1,51%",,,,2
2021-04-04,3,Eivissa,,,,1,,16,5,147914,,,42,"28,39",25,"16,90","2,31%","1,71%",,,,3
2021-04-04,4,Formentera,,,,0,,,,12111,,,6,"49,54",5,"41,28","7,35%",,,,,
2021-04-05,0,Illes_Balears,31,0,2785,34,"1,22%",51,19,1149460,695,"60,46",671,"58,38",292,"25,40","1,27%","1,57%",3294,"4,35",,"47,92857143"
2021-04-05,1,Mallorca,,,,22,,36,13,896038,,,518,"57,81",217,"24,22","2,29%","2,22%",,,,37
2021-04-05,2,Menorca,,,,3,,0,0,93397,,,30,"32,12",12,"12,85","1,64%","1,65%",,,,"2,142857143"
2021-04-05,3,Eivissa,,,,2,,15,6,147914,,,43,"29,07",22,"14,87","2,31%","1,86%",,,,"3,071428571"
2021-04-05,4,Formentera,,,,2,,,,12111,,,8,"66,06",6,"49,54","7,79%",,,,,
2021-04-06,0,Illes_Balears,62,1,3851,58,"1,51%",49,18,1149460,713,"62,03",672,"58,46",308,"26,80","1,30%","1,56%",3384,"1,74",,48
2021-04-06,1,Mallorca,,,,44,,34,13,896038,,,513,"57,25",229,"25,56","2,36%","2,25%",,,,"36,64285714"
2021-04-06,2,Menorca,,,,2,,0,0,93397,,,31,"33,19",13,"13,92","1,79%","1,70%",,,,"2,214285714"
2021-04-06,3,Eivissa,,,,3,,15,5,147914,,,42,"28,39",20,"13,52","2,09%","1,86%",,,,3
2021-04-06,4,Formentera,,,,0,,,,12111,,,8,"66,06",5,"41,28","6,67%",,,,,
2021-04-07,0,Illes_Balears,0,0,3873,67,"1,73%",46,16,1149460,664,"57,77",697,"60,64",324,"28,19","1,32%","1,57%",3512,"0,87",,"49,78571429"
2021-04-07,1,Mallorca,,,,50,,30,11,896038,,,531,"59,26",239,"26,67","2,36%","2,35%",,,,"37,92857143"
2021-04-07,2,Menorca,,,,5,,0,0,93397,,,33,"35,33",16,"17,13","2,32%","1,86%",,,,"2,357142857"
2021-04-07,3,Eivissa,,,,5,,16,5,147914,,,44,"29,75",20,"13,52","2,09%","1,99%",,,,"3,142857143"
2021-04-07,4,Formentera,,,,2,,,,12111,,,10,"82,57",5,"41,28","4,76%",,,,,
2021-04-08,0,Illes_Balears,#N/A,0,3534,61,"1,73%",45,17,1149460,#N/A,#N/A,710,"61,77",342,"29,75","1,37%","1,58%",3576,"0,87",,"50,71428571"
2021-04-08,1,Mallorca,,,,40,,29,12,896038,,,534,"59,60",244,"27,23","2,37%","2,42%",,,,"38,14285714"
2021-04-08,2,Menorca,,,,1,,0,0,93397,,,32,"34,26",15,"16,06","2,10%","1,85%",,,,"2,285714286"
2021-04-08,3,Eivissa,,,,9,,16,5,147914,,,50,"33,80",28,"18,93","2,40%","2,18%",,,,"3,571428571"
2021-04-08,4,Formentera,,,,1,,,,12111,,,11,"90,83",6,"49,54","5,22%",,,,,
2021-04-09,0,Illes_Balears,#N/A,0,3016,45,"1,49%",41,18,1149460,#N/A,#N/A,695,"60,46",342,"29,75","1,39%","1,55%",3524,"0,87",,"49,64285714"
2021-04-09,1,Mallorca,,,,39,,29,13,896038,,,524,"58,48",252,"28,12","2,37%","2,43%",,,,"37,42857143"
2021-04-09,2,Menorca,,,,0,,1,0,93397,,,30,"32,12",15,"16,06","1,93%","1,83%",,,,"2,142857143"
2021-04-09,3,Eivissa,,,,2,,11,5,147914,,,50,"33,80",23,"15,55","1,83%","2,15%",,,,"3,571428571"
2021-04-09,4,Formentera,,,,0,,,,12111,,,11,"90,83",5,"41,28","4,13%",,,,,
